url_length,domain_length,path_length,query_length,dots,hyphens,underscores,slashes,digits,letters,special_characters,at_symbols,question_marks,equal_symbols,ampersands,percent_symbols,subdomains,https,ip_address,url_depth,entropy,tilde,comma,colon,semicolon,dollar,exclamation,plus,star,parentheses,has_port,path_segments,average_word_length,longest_word,suspicious_tld,label
57,48,1,0,5,0,0,3,2,46,9,0,0,0,0,0,4,1,0,1,4.28,0,0,1,0,0,0,0,0,0,0,0,6.57,23,0,0
28,21,0,0,2,0,0,2,0,23,5,0,0,0,0,0,1,0,0,0,3.709,0,0,1,0,0,0,0,0,0,0,0,5.75,13,0,0
56,35,13,0,2,2,0,4,6,41,9,0,0,0,0,0,1,1,0,2,4.56,0,0,1,0,0,0,0,0,0,0,1,6.83,11,0,0
23,15,0,0,2,0,0,2,0,18,5,0,0,0,0,0,1,1,0,0,3.675,0,0,1,0,0,0,0,0,0,0,0,4.5,8,0,1
71,11,52,0,1,1,0,4,6,58,7,0,0,0,0,0,0,1,0,2,4.791,0,0,1,0,0,0,0,0,0,0,2,4.83,13,0,0
23,15,0,0,3,0,0,2,0,17,6,0,0,0,0,0,2,1,0,0,3.849,0,0,1,0,0,0,0,0,0,0,0,3.4,5,0,1
27,19,0,0,2,1,0,2,0,21,6,0,0,0,0,0,1,1,0,0,3.93,0,0,1,0,0,0,0,0,0,0,0,4.2,7,0,1
31,23,0,0,2,1,0,2,0,25,6,0,0,0,0,0,1,1,0,0,3.72,0,0,1,0,0,0,0,0,0,0,0,5.0,13,0,1
27,19,0,0,2,0,0,2,0,22,5,0,0,0,0,0,1,1,0,0,3.69,0,0,1,0,0,0,0,0,0,0,0,5.5,11,0,1
51,42,1,0,2,1,0,3,0,44,7,0,0,0,0,0,1,1,0,1,4.124,0,0,1,0,0,0,0,0,0,0,0,8.8,29,0,0
21,13,0,0,2,0,0,2,0,16,5,0,0,0,0,0,1,1,0,0,3.214,0,0,1,0,0,0,0,0,0,0,0,4.0,6,0,1
42,15,20,0,4,0,0,5,1,31,10,0,0,0,0,0,2,0,0,3,3.994,0,0,1,0,0,0,0,0,0,0,3,3.44,5,0,0
32,24,0,0,2,0,0,2,0,27,5,0,0,0,0,0,1,1,0,0,4.226,0,0,1,0,0,0,0,0,0,0,0,6.75,16,0,1
32,24,0,0,2,0,0,2,0,27,5,0,0,0,0,0,1,1,0,0,3.953,0,0,1,0,0,0,0,0,0,0,0,6.75,16,0,1
93,52,4,29,6,0,0,4,0,78,15,0,1,1,1,0,5,0,0,2,4.373,0,0,1,1,0,0,0,0,0,0,1,6.0,15,1,0
20,12,0,0,2,0,0,2,0,15,5,0,0,0,0,0,1,1,0,0,3.522,0,0,1,0,0,0,0,0,0,0,0,3.75,5,0,1
27,20,0,0,3,0,0,2,5,16,6,0,0,0,0,0,2,0,0,0,4.032,0,0,1,0,0,0,0,0,0,0,0,3.2,5,0,0
30,22,0,0,2,0,0,2,0,25,5,0,0,0,0,0,1,1,0,0,4.123,0,0,1,0,0,0,0,0,0,0,0,6.25,14,0,1
45,36,1,0,2,2,0,3,0,37,8,0,0,0,0,0,1,1,0,1,4.308,0,0,1,0,0,0,0,0,0,0,0,7.4,16,0,0
23,15,1,0,3,0,0,3,12,4,7,0,0,0,0,0,2,0,1,1,3.523,0,0,1,0,0,0,0,0,0,0,0,4.0,4,0,0
83,74,1,0,3,0,0,3,11,65,7,0,0,0,0,0,2,1,0,1,4.847,0,0,1,0,0,0,0,0,0,0,0,5.42,11,0,0
37,28,1,0,2,1,0,3,0,30,7,0,0,0,0,0,1,1,0,1,4.026,0,0,1,0,0,0,0,0,0,0,0,6.0,9,0,0
32,24,0,0,2,0,0,2,0,27,5,0,0,0,0,0,1,1,0,0,4.054,0,0,1,0,0,0,0,0,0,0,0,6.75,16,0,1
31,23,0,0,3,0,0,2,0,25,6,0,0,0,0,0,2,1,0,0,4.107,0,0,1,0,0,0,0,0,0,0,0,5.0,12,0,1
28,20,0,0,2,0,0,2,0,23,5,0,0,0,0,0,1,1,0,0,3.923,0,0,1,0,0,0,0,0,0,0,0,5.75,13,0,1
98,74,17,0,4,0,0,3,8,82,8,0,0,0,0,0,2,0,0,1,4.805,0,0,1,0,0,0,0,0,0,0,1,6.31,21,0,0
28,20,0,0,2,0,0,2,0,23,5,0,0,0,0,0,1,1,0,0,3.771,0,0,1,0,0,0,0,0,0,0,0,5.75,12,0,1
21,13,0,0,2,0,0,2,2,14,5,0,0,0,0,0,1,1,0,0,3.785,0,0,1,0,0,0,0,0,0,0,0,3.5,5,0,1
25,17,0,0,2,0,0,2,0,20,5,0,0,0,0,0,1,1,0,0,3.734,0,0,1,0,0,0,0,0,0,0,0,5.0,9,0,1
28,19,1,0,2,0,0,3,5,17,6,0,0,0,0,0,1,1,0,1,4.066,0,0,1,0,0,0,0,0,0,0,0,4.25,6,0,0
36,27,1,0,2,3,0,3,0,27,9,0,0,0,0,0,1,1,0,1,4.163,0,0,1,0,0,0,0,0,0,0,0,3.86,6,0,0
27,19,0,0,2,0,0,2,0,22,5,0,0,0,0,0,1,1,0,0,4.06,0,0,1,0,0,0,0,0,0,0,0,5.5,11,0,1
25,17,0,0,2,0,0,2,0,20,5,0,0,0,0,0,1,1,0,0,4.023,0,0,1,0,0,0,0,0,0,0,0,5.0,9,0,1
21,14,0,0,2,0,0,2,4,12,5,0,0,0,0,0,1,0,0,0,3.654,0,0,1,0,0,0,0,0,0,0,0,3.0,4,0,0
20,12,0,0,2,0,0,2,0,15,5,0,0,0,0,0,1,1,0,0,3.484,0,0,1,0,0,0,0,0,0,0,0,3.75,5,0,1
34,26,1,0,2,0,0,3,0,28,6,0,0,0,0,0,1,0,0,1,3.976,0,0,1,0,0,0,0,0,0,0,0,7.0,18,0,0
31,23,0,0,2,0,0,2,0,26,5,0,0,0,0,0,1,1,0,0,3.938,0,0,1,0,0,0,0,0,0,0,0,6.5,15,0,1
32,24,0,0,2,0,0,2,0,27,5,0,0,0,0,0,1,1,0,0,3.64,0,0,1,0,0,0,0,0,0,0,0,6.75,16,0,1
38,30,0,0,3,0,0,2,0,32,6,0,0,0,0,0,2,1,0,0,4.076,0,0,1,0,0,0,0,0,0,0,0,6.4,20,0,1
44,35,1,0,3,0,0,3,0,37,7,0,0,0,0,0,2,1,0,1,4.108,0,0,1,0,0,0,0,0,0,0,0,7.4,16,0,0
45,36,1,0,2,0,0,3,0,39,6,0,0,0,0,0,1,1,0,1,3.897,0,0,1,0,0,0,0,0,0,0,0,9.75,20,0,0
45,36,1,0,3,0,0,3,7,31,7,0,0,0,0,0,2,1,0,1,4.325,0,0,1,0,0,0,0,0,0,0,0,6.2,15,0,0
34,25,1,0,2,1,0,3,6,21,7,0,0,0,0,0,1,1,0,1,4.349,0,0,1,0,0,0,0,0,0,0,0,5.25,10,0,0
25,17,0,0,2,0,0,2,0,20,5,0,0,0,0,0,1,1,0,0,3.703,0,0,1,0,0,0,0,0,0,0,0,5.0,9,0,1
21,13,0,0,3,0,0,2,0,15,6,0,0,0,0,0,2,1,0,0,3.463,0,0,1,0,0,0,0,0,0,0,0,3.0,5,0,1
29,21,0,0,2,0,0,2,0,24,5,0,0,0,0,0,1,1,0,0,4.116,0,0,1,0,0,0,0,0,0,0,0,6.0,13,0,1
19,12,0,0,1,1,0,2,0,14,5,0,0,0,0,0,0,0,0,0,3.577,0,0,1,0,0,0,0,0,0,0,0,3.5,4,0,0
26,18,0,0,2,0,0,2,0,21,5,0,0,0,0,0,1,1,0,0,3.873,0,0,1,0,0,0,0,0,0,0,0,5.25,10,0,1
22,14,0,0,2,0,0,2,0,17,5,0,0,0,0,0,1,1,0,0,3.754,0,0,1,0,0,0,0,0,0,0,0,4.25,6,0,1
49,25,17,0,4,0,0,4,5,35,9,0,0,0,0,0,2,0,0,2,4.27,0,0,1,0,0,0,0,0,0,0,2,4.38,6,0,0
30,22,0,0,2,1,0,2,0,24,6,0,0,0,0,0,1,1,0,0,4.19,0,0,1,0,0,0,0,0,0,0,0,4.8,8,0,1
38,29,1,0,2,1,0,3,6,25,7,0,0,0,0,0,1,1,0,1,4.366,0,0,1,0,0,0,0,0,0,0,0,6.25,10,0,0
27,19,0,0,2,0,0,2,0,22,5,0,0,0,0,0,1,1,0,0,3.884,0,0,1,0,0,0,0,0,0,0,0,5.5,12,0,1
20,12,0,0,2,0,0,2,0,15,5,0,0,0,0,0,1,1,0,0,3.546,0,0,1,0,0,0,0,0,0,0,0,3.75,5,0,1
33,25,0,0,2,0,0,2,0,28,5,0,0,0,0,0,1,1,0,0,4.067,0,0,1,0,0,0,0,0,0,0,0,7.0,17,0,1
46,30,9,0,2,2,0,5,0,36,10,0,0,0,0,0,1,0,0,3,3.985,0,0,1,0,0,0,0,0,0,0,2,4.5,7,0,0
37,28,1,0,2,1,0,3,0,30,7,0,0,0,0,0,1,1,0,1,3.81,0,0,1,0,0,0,0,0,0,0,0,6.0,12,0,0
40,32,1,0,2,4,0,3,0,30,10,0,0,0,0,0,1,0,0,1,4.096,0,0,1,0,0,0,0,0,0,0,0,3.75,8,0,0
25,18,0,0,2,0,0,2,0,20,5,0,0,0,0,0,1,0,0,0,3.894,0,0,1,0,0,0,0,0,0,0,0,5.0,11,0,0
24,17,0,0,2,0,0,2,0,19,5,0,0,0,0,0,1,0,0,0,3.887,0,0,1,0,0,0,0,0,0,0,0,4.75,9,0,0
33,25,0,0,2,1,0,2,0,27,6,0,0,0,0,0,1,1,0,0,4.127,0,0,1,0,0,0,0,0,0,0,0,5.4,10,0,1
25,17,0,0,2,0,0,2,0,20,5,0,0,0,0,0,1,1,0,0,3.783,0,0,1,0,0,0,0,0,0,0,0,5.0,9,0,1
35,21,7,0,1,0,0,4,0,29,6,0,0,0,0,0,0,0,0,2,3.979,0,0,1,0,0,0,0,0,0,0,1,7.25,18,0,0
21,13,0,0,3,0,0,2,0,15,6,0,0,0,0,0,2,1,0,0,3.427,0,0,1,0,0,0,0,0,0,0,0,3.0,5,0,1
22,14,0,0,2,0,0,2,0,17,5,0,0,0,0,0,1,1,0,0,3.447,0,0,1,0,0,0,0,0,0,0,0,4.25,6,0,1
51,27,16,0,2,1,0,4,3,40,8,0,0,0,0,0,0,1,0,2,4.25,0,0,1,0,0,0,0,0,0,0,2,5.0,16,0,0
22,14,0,0,2,0,0,2,0,17,5,0,0,0,0,0,1,1,0,0,3.664,0,0,1,0,0,0,0,0,0,0,0,4.25,7,0,1
30,22,1,0,2,0,0,3,0,24,6,0,0,0,0,0,1,0,0,1,4.215,0,0,1,0,0,0,0,0,0,0,0,6.0,10,0,0
28,15,6,0,2,0,0,4,0,21,7,0,0,0,0,0,1,0,0,2,3.682,0,0,1,0,0,0,0,0,0,0,1,4.2,6,0,0
30,22,0,0,2,0,0,2,0,25,5,0,0,0,0,0,1,1,0,0,4.148,0,0,1,0,0,0,0,0,0,0,0,6.25,14,0,1
22,15,0,0,2,0,0,2,0,17,5,0,0,0,0,0,1,0,0,0,3.698,0,0,1,0,0,0,0,0,0,0,0,4.25,8,0,0
33,24,1,0,3,1,0,3,0,25,8,0,0,0,0,0,2,1,0,1,4.127,0,0,1,0,0,0,0,0,0,0,0,4.17,8,0,0
21,14,0,0,2,3,0,2,0,13,8,0,0,0,0,0,1,0,0,0,3.559,0,0,1,0,0,0,0,0,0,0,0,1.86,4,0,0
29,22,0,0,2,0,0,2,0,24,5,0,0,0,0,0,1,0,0,0,4.021,0,0,1,0,0,0,0,0,0,0,0,6.0,14,0,0
23,15,0,0,2,0,0,2,2,16,5,0,0,0,0,0,1,1,0,0,3.762,0,0,1,0,0,0,0,0,0,0,0,4.0,5,0,1
22,14,0,0,2,0,0,2,1,16,5,0,0,0,0,0,1,1,0,0,3.789,0,0,1,0,0,0,0,0,0,0,0,4.0,5,0,1
27,19,0,0,2,0,0,2,0,22,5,0,0,0,0,0,1,1,0,0,4.004,0,0,1,0,0,0,0,0,0,0,0,5.5,12,0,1
32,24,0,0,2,0,0,2,0,27,5,0,0,0,0,0,1,1,0,0,3.73,0,0,1,0,0,0,0,0,0,0,0,6.75,16,0,1
30,22,0,0,2,0,0,2,0,25,5,0,0,0,0,0,1,1,0,0,4.148,0,0,1,0,0,0,0,0,0,0,0,6.25,14,0,1
34,26,0,0,2,0,0,2,0,29,5,0,0,0,0,0,1,1,0,0,3.903,0,0,1,0,0,0,0,0,0,0,0,7.25,18,0,1
32,25,0,0,3,0,0,2,0,26,6,0,0,0,0,0,2,0,0,0,4.031,0,0,1,0,0,0,0,0,0,0,0,5.2,11,0,0
26,12,6,0,1,0,0,4,0,20,6,0,0,0,0,0,0,1,0,2,3.671,0,0,1,0,0,0,0,0,0,0,1,5.0,8,0,0
26,18,0,0,2,0,0,2,0,21,5,0,0,0,0,0,1,1,0,0,3.844,0,0,1,0,0,0,0,0,0,0,0,5.25,11,0,1
27,19,0,0,2,0,0,2,0,22,5,0,0,0,0,0,1,1,0,0,3.782,0,0,1,0,0,0,0,0,0,0,0,5.5,11,0,1
27,19,0,0,3,0,0,2,0,21,6,0,0,0,0,0,2,1,0,0,3.828,0,0,1,0,0,0,0,0,0,0,0,4.2,8,0,1
28,20,0,0,2,0,0,2,0,23,5,0,0,0,0,0,1,1,0,0,3.995,0,0,1,0,0,0,0,0,0,0,0,5.75,12,0,1
23,15,0,0,2,0,0,2,0,18,5,0,0,0,0,0,1,1,0,0,3.708,0,0,1,0,0,0,0,0,0,0,0,4.5,7,0,1
44,36,1,0,4,2,0,3,0,34,10,0,0,0,0,0,3,0,0,1,3.985,0,0,1,0,0,0,0,0,0,0,0,4.25,7,1,0
41,32,1,0,3,0,0,3,9,25,7,0,0,0,0,0,2,1,0,1,4.54,0,0,1,0,0,0,0,0,0,0,0,5.0,13,0,0
23,16,0,0,2,0,0,2,0,18,5,0,0,0,0,0,1,0,0,0,3.621,0,0,1,0,0,0,0,0,0,0,0,4.5,9,0,0
18,10,0,0,2,0,0,2,0,13,5,0,0,0,0,0,1,1,0,0,3.461,0,0,1,0,0,0,0,0,0,0,0,3.25,5,0,1
46,37,1,0,2,3,0,3,10,27,9,0,0,0,0,0,1,1,0,1,4.648,0,0,1,0,0,0,0,0,0,0,0,4.5,11,0,0
30,22,0,0,2,0,0,2,0,25,5,0,0,0,0,0,1,1,0,0,3.74,0,0,1,0,0,0,0,0,0,0,0,6.25,15,0,1
22,14,0,0,2,0,0,2,0,17,5,0,0,0,0,0,1,1,0,0,3.789,0,0,1,0,0,0,0,0,0,0,0,4.25,6,0,1
37,28,1,0,2,0,0,3,0,31,6,0,0,0,0,0,1,1,0,1,4.155,0,0,1,0,0,0,0,0,0,0,0,7.75,21,0,0
34,26,0,0,2,0,0,2,0,29,5,0,0,0,0,0,1,1,0,0,3.856,0,0,1,0,0,0,0,0,0,0,0,7.25,18,0,1
23,16,0,0,2,0,0,2,0,18,5,0,0,0,0,0,1,0,0,0,3.849,0,0,1,0,0,0,0,0,0,0,0,4.5,8,0,0
100,19,73,0,3,5,0,5,25,61,14,0,0,0,0,0,1,1,0,3,4.797,0,0,1,0,0,0,0,0,0,0,3,4.07,15,0,0
81,7,66,0,1,0,0,5,5,69,7,0,0,0,0,0,0,1,0,3,4.617,0,0,1,0,0,0,0,0,0,0,2,7.67,24,0,0
22,14,0,0,2,0,0,2,0,17,5,0,0,0,0,0,1,1,0,0,3.88,0,0,1,0,0,0,0,0,0,0,0,4.25,6,0,1
35,27,0,0,2,0,0,2,0,30,5,0,0,0,0,0,1,1,0,0,4.186,0,0,1,0,0,0,0,0,0,0,0,7.5,20,0,1
40,32,0,0,2,3,0,2,0,32,8,0,0,0,0,0,1,1,0,0,4.046,0,0,1,0,0,0,0,0,0,0,0,4.57,8,0,1
33,25,1,0,3,0,0,3,0,26,7,0,0,0,0,0,2,0,0,1,3.79,0,0,1,0,0,0,0,0,0,0,0,5.2,10,0,0
30,22,0,0,3,0,0,2,0,24,6,0,0,0,0,0,2,1,0,0,4.123,0,0,1,0,0,0,0,0,0,0,0,4.8,7,0,1
51,42,1,0,2,1,0,3,15,29,7,0,0,0,0,0,1,1,0,1,4.618,0,0,1,0,0,0,0,0,0,0,0,4.14,7,0,0
30,22,0,0,2,0,0,2,0,25,5,0,0,0,0,0,1,1,0,0,3.831,0,0,1,0,0,0,0,0,0,0,0,6.25,14,0,1
24,16,0,0,2,0,0,2,0,19,5,0,0,0,0,0,1,1,0,0,3.887,0,0,1,0,0,0,0,0,0,0,0,4.75,8,0,1
28,20,0,0,2,0,0,2,0,23,5,0,0,0,0,0,1,1,0,0,3.968,0,0,1,0,0,0,0,0,0,0,0,5.75,12,0,1
59,26,26,0,4,1,0,3,1,49,9,0,0,0,0,0,2,0,0,1,4.21,0,0,1,0,0,0,0,0,0,0,1,6.12,14,0,0
34,26,0,0,2,0,0,2,0,29,5,0,0,0,0,0,1,1,0,0,4.043,0,0,1,0,0,0,0,0,0,0,0,7.25,18,0,1
35,27,0,0,2,0,0,2,0,30,5,0,0,0,0,0,1,1,0,0,4.014,0,0,1,0,0,0,0,0,0,0,0,7.5,19,0,1
32,24,0,0,3,0,0,2,0,26,6,0,0,0,0,0,2,1,0,0,3.968,0,0,1,0,0,0,0,0,0,0,0,5.2,14,0,1
33,24,1,0,2,0,0,3,3,24,6,0,0,0,0,0,1,1,0,1,4.393,0,0,1,0,0,0,0,0,0,0,0,6.0,11,0,0
26,18,0,0,4,0,0,2,0,19,7,0,0,0,0,0,3,1,0,0,3.748,0,0,1,0,0,0,0,0,0,0,0,3.17,5,0,1
24,17,0,0,3,0,0,2,0,18,6,0,0,0,0,0,2,0,0,0,3.741,0,0,1,0,0,0,0,0,0,0,0,3.6,4,0,0
40,29,4,0,3,0,0,4,9,23,8,0,0,0,0,0,2,0,0,2,4.346,0,0,1,0,0,0,0,0,0,0,1,4.6,12,0,0
39,30,1,0,2,1,0,3,0,32,7,0,0,0,0,0,1,1,0,1,4.141,0,0,1,0,0,0,0,0,0,0,0,6.4,12,0,0
27,18,1,0,2,0,0,3,0,21,6,0,0,0,0,0,1,1,0,1,4.032,0,0,1,0,0,0,0,0,0,0,0,5.25,7,0,0
33,25,0,0,2,0,0,2,0,28,5,0,0,0,0,0,1,1,0,0,3.764,0,0,1,0,0,0,0,0,0,0,0,7.0,17,0,1
35,27,0,0,3,1,0,2,0,28,7,0,0,0,0,0,2,1,0,0,4.061,0,0,1,0,0,0,0,0,0,0,0,4.67,9,0,1
21,13,0,0,2,0,0,2,0,16,5,0,0,0,0,0,1,1,0,0,3.88,0,0,1,0,0,0,0,0,0,0,0,4.0,5,0,1
27,19,0,0,2,0,0,2,0,22,5,0,0,0,0,0,1,1,0,0,3.912,0,0,1,0,0,0,0,0,0,0,0,5.5,11,0,1
30,22,0,0,2,0,0,2,0,25,5,0,0,0,0,0,1,1,0,0,3.898,0,0,1,0,0,0,0,0,0,0,0,6.25,15,0,1
45,17,20,0,2,0,0,5,1,36,8,0,0,0,0,0,1,1,0,3,4.07,0,0,1,0,0,0,0,0,0,0,2,5.14,7,0,0
24,16,0,0,2,0,0,2,0,19,5,0,0,0,0,0,1,1,0,0,3.668,0,0,1,0,0,0,0,0,0,0,0,4.75,8,0,1
32,24,0,0,3,1,0,2,0,25,7,0,0,0,0,0,2,1,0,0,4.242,0,0,1,0,0,0,0,0,0,0,0,4.17,9,0,1
28,20,0,0,2,0,0,2,0,23,5,0,0,0,0,0,1,1,0,0,4.039,0,0,1,0,0,0,0,0,0,0,0,5.75,12,0,1
31,23,0,0,2,0,0,2,0,26,5,0,0,0,0,0,1,1,0,0,4.027,0,0,1,0,0,0,0,0,0,0,0,6.5,16,0,1
19,11,0,0,1,1,0,2,0,14,5,0,0,0,0,0,0,1,0,0,3.827,0,0,1,0,0,0,0,0,0,0,0,3.5,5,0,0
95,50,37,0,3,6,0,3,28,54,13,0,0,0,0,0,2,1,0,1,4.776,0,0,1,0,0,0,0,0,0,0,1,3.86,14,0,0
40,10,23,0,3,0,0,7,5,24,11,0,0,0,0,0,1,0,0,5,4.105,0,0,1,0,0,0,0,0,0,0,4,3.43,5,0,0
23,16,0,0,2,0,0,2,0,18,5,0,0,0,0,0,1,0,0,0,3.621,0,0,1,0,0,0,0,0,0,0,0,4.5,8,0,0
27,19,0,0,2,0,0,2,0,22,5,0,0,0,0,0,1,1,0,0,3.718,0,0,1,0,0,0,0,0,0,0,0,5.5,12,0,1
24,17,0,0,2,0,0,2,0,19,5,0,0,0,0,0,1,0,0,0,3.403,0,0,1,0,0,0,0,0,0,0,0,4.75,9,0,0
29,22,0,0,3,0,0,2,0,23,6,0,0,0,0,0,2,0,0,0,3.952,0,0,1,0,0,0,0,0,0,0,0,4.6,10,0,0
47,14,26,0,3,0,0,5,6,32,9,0,0,0,0,0,1,0,0,3,4.179,0,0,1,0,0,0,0,0,0,0,3,4.0,8,0,0
27,20,0,0,2,0,0,2,0,22,5,0,0,0,0,0,1,0,0,0,3.736,0,0,1,0,0,0,0,0,0,0,0,5.5,12,0,0
21,13,0,0,2,0,0,2,0,16,5,0,0,0,0,0,1,1,0,0,3.654,0,0,1,0,0,0,0,0,0,0,0,4.0,6,0,1
32,24,0,0,2,0,0,2,0,27,5,0,0,0,0,0,1,1,0,0,4.101,0,0,1,0,0,0,0,0,0,0,0,6.75,16,0,1
47,26,13,0,3,2,0,3,0,38,9,0,0,0,0,0,1,1,0,1,4.206,0,0,1,0,0,0,0,0,0,0,1,4.75,6,0,0
26,18,0,0,2,0,0,2,0,21,5,0,0,0,0,0,1,1,0,0,4.008,0,0,1,0,0,0,0,0,0,0,0,5.25,10,0,1
65,18,40,0,1,0,0,4,5,54,6,0,0,0,0,0,0,0,0,2,4.722,0,0,1,0,0,0,0,0,0,0,2,5.4,14,0,0
29,21,0,0,2,0,0,2,0,24,5,0,0,0,0,0,1,1,0,0,3.771,0,0,1,0,0,0,0,0,0,0,0,6.0,13,0,1
23,15,0,0,2,0,0,2,0,18,5,0,0,0,0,0,1,1,0,0,3.882,0,0,1,0,0,0,0,0,0,0,0,4.5,8,0,1
27,19,0,0,2,0,0,2,0,22,5,0,0,0,0,0,1,1,0,0,3.856,0,0,1,0,0,0,0,0,0,0,0,5.5,11,0,1
33,25,0,0,3,0,0,2,0,27,6,0,0,0,0,0,2,1,0,0,4.006,0,0,1,0,0,0,0,0,0,0,0,5.4,14,0,1
23,16,0,0,2,1,0,2,0,17,6,0,0,0,0,0,1,0,0,0,3.556,0,0,1,0,0,0,0,0,0,0,0,3.4,5,0,0
25,17,0,0,2,0,0,2,0,20,5,0,0,0,0,0,1,1,0,0,3.894,0,0,1,0,0,0,0,0,0,0,0,5.0,9,0,1
22,14,0,0,2,0,0,2,0,17,5,0,0,0,0,0,1,1,0,0,3.516,0,0,1,0,0,0,0,0,0,0,0,4.25,6,0,1
24,16,0,0,2,0,0,2,0,19,5,0,0,0,0,0,1,1,0,0,3.772,0,0,1,0,0,0,0,0,0,0,0,4.75,8,0,1
104,7,64,0,4,0,0,5,11,81,12,1,0,0,0,0,0,1,0,3,4.852,0,0,1,0,0,0,0,0,0,0,3,4.26,8,0,0
34,26,0,0,3,0,0,2,0,28,6,0,0,0,0,0,2,1,0,0,4.055,0,0,1,0,0,0,0,0,0,0,0,5.6,15,0,1
39,31,0,0,2,0,0,2,0,34,5,0,0,0,0,0,1,1,0,0,4.158,0,0,1,0,0,0,0,0,0,0,0,8.5,23,0,1
26,19,0,0,2,0,0,2,0,21,5,0,0,0,0,0,1,0,0,0,3.719,0,0,1,0,0,0,0,0,0,0,0,5.25,9,0,0
33,25,0,0,4,1,0,2,0,25,8,0,0,0,0,0,3,1,0,0,4.006,0,0,1,0,0,0,0,0,0,0,0,3.57,7,0,1
23,16,0,0,2,0,0,2,0,18,5,0,0,0,0,0,1,0,0,0,3.588,0,0,1,0,0,0,0,0,0,0,0,4.5,8,0,0
25,17,0,0,2,0,0,2,0,20,5,0,0,0,0,0,1,1,0,0,3.753,0,0,1,0,0,0,0,0,0,0,0,5.0,9,0,1
21,13,0,0,2,1,0,2,1,14,6,0,0,0,0,0,1,1,0,0,3.785,0,0,1,0,0,0,0,0,0,0,0,3.5,5,0,1
29,21,0,0,2,1,0,2,0,23,6,0,0,0,0,0,1,1,0,0,3.909,0,0,1,0,0,0,0,0,0,0,0,4.6,10,0,1
33,24,1,0,2,0,0,3,6,21,6,0,0,0,0,0,1,1,0,1,4.309,0,0,1,0,0,0,0,0,0,0,0,5.25,11,0,0
29,21,0,0,3,0,0,2,0,23,6,0,0,0,0,0,2,1,0,0,3.909,0,0,1,0,0,0,0,0,0,0,0,4.6,10,0,1
28,20,0,0,2,0,0,2,0,23,5,0,0,0,0,0,1,1,0,0,3.869,0,0,1,0,0,0,0,0,0,0,0,5.75,12,0,1
27,19,0,0,2,0,0,2,0,22,5,0,0,0,0,0,1,1,0,0,3.958,0,0,1,0,0,0,0,0,0,0,0,5.5,11,0,1
23,15,0,0,2,0,0,2,0,18,5,0,0,0,0,0,1,1,0,0,3.795,0,0,1,0,0,0,0,0,0,0,0,4.5,8,0,1
46,30,8,0,3,0,0,4,0,38,8,0,0,0,0,0,2,1,0,2,4.059,0,0,1,0,0,0,0,0,0,0,1,6.33,13,0,0
53,20,25,0,2,0,0,4,0,46,7,0,0,0,0,0,1,1,0,2,4.056,0,0,1,0,0,0,0,0,0,0,2,7.67,14,0,0
27,19,0,0,2,0,0,2,0,22,5,0,0,0,0,0,1,1,0,0,3.838,0,0,1,0,0,0,0,0,0,0,0,5.5,11,0,1
72,25,40,0,3,0,0,4,3,61,8,0,0,0,0,0,2,0,0,2,4.514,0,0,1,0,0,0,0,0,0,0,2,6.1,12,0,0
31,23,0,0,3,1,0,2,0,24,7,0,0,0,0,0,2,1,0,0,4.058,0,0,1,0,0,0,0,0,0,0,0,4.0,6,0,1
33,24,1,0,2,2,0,3,0,25,8,0,0,0,0,0,1,1,0,1,3.605,0,0,1,0,0,0,0,0,0,0,0,5.0,7,0,0
22,14,0,0,2,0,0,2,0,17,5,0,0,0,0,0,1,1,0,0,3.664,0,0,1,0,0,0,0,0,0,0,0,4.25,6,0,1
23,15,0,0,2,0,0,2,4,14,5,0,0,0,0,0,1,1,0,0,3.882,0,0,1,0,0,0,0,0,0,0,0,3.5,5,0,1
38,22,8,0,2,0,0,3,7,25,6,0,0,0,0,0,1,1,0,1,4.218,0,0,1,0,0,0,0,0,0,0,1,5.0,7,0,0
29,21,0,0,2,0,0,2,0,24,5,0,0,0,0,0,1,1,0,0,3.995,0,0,1,0,0,0,0,0,0,0,0,6.0,13,0,1
32,25,0,0,3,0,0,2,13,13,6,0,0,0,0,0,2,0,0,0,3.992,0,0,1,0,0,0,0,0,0,0,0,3.25,4,0,0
28,20,0,0,3,0,0,2,0,22,6,0,0,0,0,0,2,1,0,0,3.941,0,0,1,0,0,0,0,0,0,0,0,4.4,9,0,1
30,22,0,0,2,0,0,2,0,25,5,0,0,0,0,0,1,1,0,0,4.015,0,0,1,0,0,0,0,0,0,0,0,6.25,14,0,1
27,19,0,0,3,0,0,2,0,21,6,0,0,0,0,0,2,1,0,0,3.828,0,0,1,0,0,0,0,0,0,0,0,4.2,9,0,1
24,10,6,0,2,0,0,3,4,14,6,0,0,0,0,0,1,1,0,1,3.491,0,0,1,0,0,0,0,0,0,0,1,2.33,5,0,0
21,14,0,0,2,0,0,2,0,16,5,0,0,0,0,0,1,0,0,0,3.427,0,0,1,0,0,0,0,0,0,0,0,4.0,7,0,0
48,25,16,0,3,0,0,4,1,39,8,0,0,0,0,0,1,0,0,2,4.423,0,0,1,0,0,0,0,0,0,0,2,5.57,17,0,0
30,21,1,0,2,2,0,3,0,22,8,0,0,0,0,0,1,1,0,1,3.748,0,0,1,0,0,0,0,0,0,0,0,4.4,6,0,0
